"No.","Time","Source","Destination","Protocol","Length","Channel","PHY type","MAC timestamp","Channel flags","Data rate","Orthogonal Frequency-Division Multiplexing (OFDM)","Gaussian Frequency Shift Keying (GFSK)","Complementary Code Keying (CCK)","Dynamic CCK-OFDM","MCS index","Info"
"50","222.326505765","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","5600580202","0x00a0","1","False","False","True","False","","Beacon frame, SN=39, FN=0, Flags=........, BI=100, SSID=Honor 8"
"51","222.342856634","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","12","802.11b","5600596297","0x00a0","1","False","False","True","False","","Probe Response, SN=40, FN=0, Flags=........, BI=100, SSID=Honor 8"
"52","285.045834889","Skyworth_23:2f:96","IntelCor_5f:d3:27","802.11","422","1","802.11b","5663296246","0x00a0","1","False","False","True","False","","Probe Response, SN=1898, FN=0, Flags=........, BI=100, SSID=Skyworth_333398"
"53","285.052722684","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","1","802.11b","5663303390","0x00a0","1","False","False","True","False","","Probe Response, SN=2922, FN=0, Flags=....R..., BI=100, SSID=Nirali"
"54","285.062521448","Skyworth_23:2f:96","IntelCor_5f:d3:27","802.11","422","1","802.11b","5663312908","0x00a0","1","False","False","True","False","","Probe Response, SN=1898, FN=0, Flags=....R..., BI=100, SSID=Skyworth_333398"
"55","285.066261272","Skyworth_23:2f:96","IntelCor_5f:d3:27","802.11","422","1","802.11b","5663316600","0x00a0","1","False","False","True","False","","Probe Response, SN=1898, FN=0, Flags=....R..., BI=100, SSID=Skyworth_333398"
"56","285.068365067","Tp-LinkT_37:a3:84","Broadcast","802.11","269","1","802.11b","5663320244","0x00a0","1","False","False","True","False","","Beacon frame, SN=2923, FN=0, Flags=........, BI=100, SSID=Nirali"
"57","285.084871424","Skyworth_23:2f:96","Broadcast","802.11","310","1","802.11b","5663336412","0x00a0","1","False","False","True","False","","Beacon frame, SN=1899, FN=0, Flags=........, BI=100, SSID=Skyworth_333398"
"58","285.154034865","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","2","802.11b","5663404872","0x00a0","1","False","False","True","False","","Probe Response, SN=2924, FN=0, Flags=........, BI=100, SSID=Nirali"
"59","285.157610308","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","2","802.11b","5663408325","0x00a0","1","False","False","True","False","","Probe Response, SN=2924, FN=0, Flags=....R..., BI=100, SSID=Nirali"
"60","285.171419898","Tp-LinkT_37:a3:84","Broadcast","802.11","269","2","802.11b","5663423315","0x00a0","1","False","False","True","False","","Beacon frame, SN=2925, FN=0, Flags=........, BI=100, SSID=Nirali"
"61","285.271441765","Skyworth_10:5a:e5","Broadcast","802.11","301","6","802.11b","5663523271","0x00a0","1","False","False","True","False","","Beacon frame, SN=4074, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"62","285.373738806","Skyworth_10:5a:e5","Broadcast","802.11","301","7","802.11b","5663625647","0x00a0","1","False","False","True","False","","Beacon frame, SN=4081, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"63","285.434785567","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","10","802.11b","5663686598","0x00a0","1","False","False","True","False","","Probe Response, SN=697, FN=0, Flags=....R..., BI=100, SSID=Honor 8"
"64","285.455533330","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","11","802.11b","5663707372","0x00a0","1","False","False","True","False","","Probe Response, SN=698, FN=0, Flags=........, BI=100, SSID=Honor 8"
"65","285.498431084","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","5663750404","0x00a0","1","False","False","True","False","","Beacon frame, SN=699, FN=0, Flags=........, BI=100, SSID=Honor 8"
"66","285.561885454","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","12","802.11b","5663813880","0x00a0","1","False","False","True","False","","Probe Response, SN=701, FN=0, Flags=........, BI=100, SSID=Honor 8"
"67","348.119562573","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","2","802.11b","5726368490","0x00a0","1","False","False","True","False","","Probe Response, SN=3646, FN=0, Flags=........, BI=100, SSID=Nirali"
"68","348.136307197","Tp-LinkT_37:a3:84","Broadcast","802.11","269","2","802.11b","5726386341","0x00a0","1","False","False","True","False","","Beacon frame, SN=3647, FN=0, Flags=........, BI=100, SSID=Nirali"
"69","348.237979053","Skyworth_10:5a:e5","Broadcast","802.11","301","6","802.11b","5726487914","0x00a0","1","False","False","True","False","","Beacon frame, SN=648, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"70","348.395500344","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","10","802.11b","5726645586","0x00a0","1","False","False","True","False","","Probe Response, SN=1365, FN=0, Flags=........, BI=100, SSID=Honor 8"
"71","348.421100536","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","11","802.11b","5726671007","0x00a0","1","False","False","True","False","","Probe Response, SN=1366, FN=0, Flags=........, BI=100, SSID=Honor 8"
"72","348.465040011","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","5726715358","0x00a0","1","False","False","True","False","","Beacon frame, SN=1367, FN=0, Flags=........, BI=100, SSID=Honor 8"
"73","348.527485023","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","12","802.11b","5726777513","0x00a0","1","False","False","True","False","","Probe Response, SN=1368, FN=0, Flags=........, BI=100, SSID=Honor 8"
"74","411.000250526","Skyworth_23:2f:96","IntelCor_5f:d3:27","802.11","422","1","802.11b","5789246805","0x00a0","1","False","False","True","False","","Probe Response, SN=3185, FN=0, Flags=........, BI=100, SSID=Skyworth_333398"
"75","411.114365708","Tp-LinkT_37:a3:84","Broadcast","802.11","269","2","802.11b","5789362455","0x00a0","1","False","False","True","False","","Beacon frame, SN=509, FN=0, Flags=........, BI=100, SSID=Nirali"
"76","411.204712905","Skyworth_10:5a:e5","Broadcast","802.11","301","6","802.11b","5789452536","0x00a0","1","False","False","True","False","","Beacon frame, SN=1301, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"77","411.277990151","D-LinkIn_51:cc:a2","Broadcast","802.11","320","6","802.11b","5789525700","0x00a0","1","False","False","True","False","","Beacon frame, SN=3411, FN=0, Flags=........, BI=100, SSID=hathway"
"78","411.384066395","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","10","802.11b","5789632014","0x00a0","1","False","False","True","False","","Probe Response, SN=2016, FN=0, Flags=....R..., BI=100, SSID=Honor 8"
"79","411.406944858","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","11","802.11b","5789655114","0x00a0","1","False","False","True","False","","Probe Response, SN=2017, FN=0, Flags=........, BI=100, SSID=Honor 8"
"80","411.431940622","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","5789680261","0x00a0","1","False","False","True","False","","Beacon frame, SN=2018, FN=0, Flags=........, BI=100, SSID=Honor 8"
"81","474.157247776","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","2","802.11b","5852402262","0x00a0","1","False","False","True","False","","Probe Response, SN=1222, FN=0, Flags=........, BI=100, SSID=Nirali"
"82","474.172258577","Tp-LinkT_37:a3:84","Broadcast","802.11","269","2","802.11b","5852418425","0x00a0","1","False","False","True","False","","Beacon frame, SN=1223, FN=0, Flags=........, BI=100, SSID=Nirali"
"83","474.181749632","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","3","802.11b","5852426810","0x00a0","1","False","False","True","False","","Probe Response, SN=1224, FN=0, Flags=........, BI=100, SSID=Nirali"
"84","474.273555686","Skyworth_10:5a:e5","Broadcast","802.11","301","6","802.11b","5852519536","0x00a0","1","False","False","True","False","","Beacon frame, SN=1955, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"85","474.458551831","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","11","802.11b","5852704765","0x00a0","1","False","False","True","False","","Probe Response, SN=2679, FN=0, Flags=........, BI=100, SSID=Honor 8"
"86","474.501240065","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","5852747574","0x00a0","1","False","False","True","False","","Beacon frame, SN=2680, FN=0, Flags=........, BI=100, SSID=Honor 8"
"87","474.567532909","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","12","802.11b","5852813596","0x00a0","1","False","False","True","False","","Probe Response, SN=2681, FN=0, Flags=....R..., BI=100, SSID=Honor 8"
"88","536.791997422","Skyworth_23:2f:96","IntelCor_5f:d3:27","802.11","422","1","802.11b","5915034719","0x00a0","1","False","False","True","False","","Probe Response, SN=379, FN=0, Flags=........, BI=100, SSID=Skyworth_333398"
"89","536.897496335","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","2","802.11b","5915140596","0x00a0","1","False","False","True","False","","Probe Response, SN=1916, FN=0, Flags=........, BI=100, SSID=Nirali"
"90","537.005999459","D-LinkIn_51:cc:a2","Broadcast","802.11","320","6","802.11b","5915250035","0x00a0","1","False","False","True","False","","Beacon frame, SN=664, FN=0, Flags=........, BI=100, SSID=hathway"
"91","537.035299095","Skyworth_10:5a:e5","Broadcast","802.11","301","6","802.11b","5915279358","0x00a0","1","False","False","True","False","","Beacon frame, SN=2607, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"92","537.173431589","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","10","802.11b","5915417690","0x00a0","1","False","False","True","False","","Probe Response, SN=3326, FN=0, Flags=........, BI=100, SSID=Honor 8"
"93","537.198953444","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","11","802.11b","5915443117","0x00a0","1","False","False","True","False","","Probe Response, SN=3327, FN=0, Flags=........, BI=100, SSID=Honor 8"
"94","537.263285623","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","5915507666","0x00a0","1","False","False","True","False","","Beacon frame, SN=3328, FN=0, Flags=........, BI=100, SSID=Honor 8"
"95","600.159486143","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","2","802.11b","5978401258","0x00a0","1","False","False","True","False","","Probe Response, SN=2641, FN=0, Flags=........, BI=100, SSID=Nirali"
"96","600.185053182","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","3","802.11b","5978426805","0x00a0","1","False","False","True","False","","Probe Response, SN=2642, FN=0, Flags=....R..., BI=100, SSID=Nirali"
"97","600.308976384","Skyworth_10:5a:e5","Broadcast","802.11","301","6","802.11b","5978551599","0x00a0","1","False","False","True","False","","Beacon frame, SN=3278, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"98","600.443327103","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","10","802.11b","5978686023","0x00a0","1","False","False","True","False","","Probe Response, SN=3989, FN=0, Flags=....R..., BI=100, SSID=Honor 8"
"99","600.537292553","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","5978780243","0x00a0","1","False","False","True","False","","Beacon frame, SN=3990, FN=0, Flags=........, BI=100, SSID=Honor 8"
"100","600.575369180","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","12","802.11b","5978818147","0x00a0","1","False","False","True","False","","Probe Response, SN=3991, FN=0, Flags=....R..., BI=100, SSID=Honor 8"
"101","663.135034894","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","2","802.11b","6041375078","0x00a0","1","False","False","True","False","","Probe Response, SN=3362, FN=0, Flags=........, BI=100, SSID=Nirali"
"102","663.275468500","Skyworth_10:5a:e5","Broadcast","802.11","301","6","802.11b","6041516368","0x00a0","1","False","False","True","False","","Beacon frame, SN=3932, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"103","663.413328748","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","10","802.11b","6041654477","0x00a0","1","False","False","True","False","","Probe Response, SN=565, FN=0, Flags=....R..., BI=100, SSID=Honor 8"
"104","663.436581981","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","11","802.11b","6041677578","0x00a0","1","False","False","True","False","","Probe Response, SN=566, FN=0, Flags=........, BI=100, SSID=Honor 8"
"105","663.503912747","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","6041745281","0x00a0","1","False","False","True","False","","Beacon frame, SN=567, FN=0, Flags=........, BI=100, SSID=Honor 8"
"106","663.542937966","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","12","802.11b","6041784079","0x00a0","1","False","False","True","False","","Probe Response, SN=568, FN=0, Flags=........, BI=100, SSID=Honor 8"
"107","726.137436916","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","2","802.11b","6104375556","0x00a0","1","False","False","True","False","","Probe Response, SN=260, FN=0, Flags=........, BI=100, SSID=Nirali"
"108","726.141498816","Tp-LinkT_37:a3:84","Broadcast","802.11","269","2","802.11b","6104380872","0x00a0","1","False","False","True","False","","Beacon frame, SN=259, FN=0, Flags=........, BI=100, SSID=Nirali"
"109","726.241915764","Skyworth_10:5a:e5","Broadcast","802.11","301","6","802.11b","6104481019","0x00a0","1","False","False","True","False","","Beacon frame, SN=489, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"110","726.415903475","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","10","802.11b","6104654975","0x00a0","1","False","False","True","False","","Probe Response, SN=1251, FN=0, Flags=....R..., BI=100, SSID=Honor 8"
"111","726.438915863","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","11","802.11b","6104678072","0x00a0","1","False","False","True","False","","Probe Response, SN=1252, FN=0, Flags=........, BI=100, SSID=Honor 8"
"112","726.470912858","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","6104710243","0x00a0","1","False","False","True","False","","Beacon frame, SN=1253, FN=0, Flags=........, BI=100, SSID=Honor 8"
"113","726.545493619","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","12","802.11b","6104784583","0x00a0","1","False","False","True","False","","Probe Response, SN=1254, FN=0, Flags=........, BI=100, SSID=Honor 8"
"114","789.208315586","Skyworth_10:5a:e5","Broadcast","802.11","301","6","802.11b","6167445687","0x00a0","1","False","False","True","False","","Beacon frame, SN=1146, FN=0, Flags=........, BI=100, SSID=NEERAJ"
"115","789.391843844","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","10","802.11b","6167629125","0x00a0","1","False","False","True","False","","Probe Response, SN=1906, FN=0, Flags=....R..., BI=100, SSID=Honor 8"
"116","789.412637081","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","11","802.11b","6167649897","0x00a0","1","False","False","True","False","","Probe Response, SN=1907, FN=0, Flags=........, BI=100, SSID=Honor 8"
"117","789.437741275","MS-NLB-PhysServer-26_11:f0:b5:0b","Broadcast","802.11","262","11","802.11b","6167675194","0x00a0","1","False","False","True","False","","Beacon frame, SN=1908, FN=0, Flags=........, BI=100, SSID=Honor 8"
"118","789.525889947","MS-NLB-PhysServer-26_11:f0:b5:0b","IntelCor_5f:d3:27","802.11","256","12","802.11b","6167763363","0x00a0","1","False","False","True","False","","Probe Response, SN=1909, FN=0, Flags=....R..., BI=100, SSID=Honor 8"
"119","851.922996615","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","2","802.11b","6230157288","0x00a0","1","False","False","True","False","","Probe Response, SN=1691, FN=0, Flags=........, BI=100, SSID=Nirali"
"120","851.945536216","Tp-LinkT_37:a3:84","IntelCor_5f:d3:27","802.11","379","3","802.11b","6230180032","0x00a0","1","False","False","True","False","","Probe Response, SN=1692, FN=0, Flags=........, BI=100, SSID=Nirali"
